FID	IID	SuperPop
VN066	HG02074	
VN066	HG02075	EAS
VN066	HG02076	EAS
VN067	HG02077	
VN067	HG02078	EAS
VN067	HG02079	EAS
VN068	HG02080	
VN068	HG02081	EAS
VN068	HG02082	EAS
VN069	HG02083	
VN069	HG02084	EAS
VN069	HG02085	EAS
VN070	HG02086	EAS
VN071	HG02087	EAS
VN072	HG02088	EAS
VN073	HG02113	EAS
VN074	HG02116	EAS
VN076	HG02120	
VN076	HG02121	EAS
VN076	HG02122	EAS
VN078	HG02126	
VN078	HG02127	EAS
VN078	HG02128	EAS
VN079	HG02129	
VN079	HG02130	EAS
VN079	HG02131	EAS
VN080	HG02132	
VN080	HG02133	EAS
VN080	HG02134	EAS
VN081	HG02135	
VN081	HG02136	EAS
VN081	HG02137	EAS
VN082	HG02138	EAS
VN083	HG02139	EAS
VN084	HG02140	EAS
VN085	HG02141	EAS
VN086	HG02142	EAS
VN087	HG02512	EAS
VN087	HG02513	EAS
VN087	HG02514	
VN090	HG02521	EAS
VN090	HG02522	EAS
VN090	HG02523	
VN91	HG02524	
VN91	HG02525	
VN91	HG02526	
LWK001	NA19313	
LWK001	NA19331	AFR
LWK002	NA19381	
LWK002	NA19382	
LWK003	NA19432	
LWK003	NA19434	AFR
LWK003	NA19444	
LWK004	NA19445	AFR
LWK004	NA19453	
LWK005	NA19469	
LWK005	NA19470	
NA19017	NA19017	AFR
NA19019	NA19019	AFR
NA19020	NA19020	AFR
NA19023	NA19023	AFR
NA19024	NA19024	AFR
NA19025	NA19025	AFR
NA19026	NA19026	AFR
NA19027	NA19027	AFR
NA19028	NA19028	AFR
NA19030	NA19030	AFR
NA19031	NA19031	AFR
NA19035	NA19035	AFR
NA19036	NA19036	AFR
NA19037	NA19037	AFR
NA19038	NA19038	AFR
NA19041	NA19041	AFR
NA19042	NA19042	AFR
NA19043	NA19043	AFR
NA19044	NA19044	
NA19046	NA19046	
NA19307	NA19307	AFR
NA19308	NA19308	AFR
NA19309	NA19309	AFR
NA19310	NA19310	AFR
NA19311	NA19311	
NA19312	NA19312	AFR
NA19314	NA19314	AFR
NA19315	NA19315	AFR
NA19316	NA19316	AFR
NA19317	NA19317	AFR
NA19318	NA19318	AFR
NA19319	NA19319	AFR
NA19320	NA19320	AFR
NA19321	NA19321	AFR
NA19323	NA19323	AFR
NA19324	NA19324	AFR
NA19327	NA19327	AFR
NA19328	NA19328	AFR
NA19332	NA19332	AFR
NA19334	NA19334	AFR
NA19338	NA19338	AFR
NA19346	NA19346	AFR
NA19347	NA19347	AFR
NA19350	NA19350	AFR
NA19351	NA19351	AFR
NA19352	NA19352	
NA19355	NA19355	AFR
NA19359	NA19359	
NA19360	NA19360	AFR
NA19371	NA19371	
NA19372	NA19372	AFR
NA19373	NA19373	
NA19374	NA19374	AFR
NA19375	NA19375	AFR
NA19376	NA19376	AFR
NA19377	NA19377	AFR
NA19378	NA19378	AFR
NA19379	NA19379	AFR
NA19380	NA19380	AFR
NA19383	NA19383	AFR
NA19384	NA19384	AFR
NA19385	NA19385	AFR
NA19390	NA19390	AFR
NA19391	NA19391	AFR
NA19393	NA19393	AFR
NA19394	NA19394	AFR
NA19395	NA19395	AFR
NA19396	NA19396	
NA19397	NA19397	AFR
NA19398	NA19398	
NA19399	NA19399	AFR
NA19401	NA19401	AFR
NA19403	NA19403	AFR
NA19404	NA19404	AFR
NA19428	NA19428	AFR
NA19429	NA19429	AFR
NA19430	NA19430	AFR
NA19431	NA19431	AFR
NA19435	NA19435	AFR
NA19436	NA19436	AFR
NA19437	NA19437	AFR
NA19438	NA19438	AFR
NA19439	NA19439	AFR
NA19440	NA19440	AFR
NA19443	NA19443	AFR
NA19446	NA19446	AFR
NA19448	NA19448	AFR
NA19449	NA19449	AFR
NA19451	NA19451	AFR
NA19452	NA19452	AFR
NA19454	NA19454	AFR
NA19455	NA19455	AFR
NA19456	NA19456	AFR
NA19457	NA19457	AFR
NA19461	NA19461	AFR
NA19462	NA19462	AFR
NA19463	NA19463	AFR
NA19466	NA19466	AFR
NA19467	NA19467	AFR
NA19468	NA19468	AFR
NA19471	NA19471	AFR
NA19472	NA19472	AFR
NA19473	NA19473	AFR
NA19474	NA19474	AFR
NA19475	NA19475	AFR
HG03057	HG03057	AFR
HG03060	HG03060	AFR
HG03074	HG03074	AFR
HG03077	HG03077	AFR
HG03078	HG03078	AFR
HG03084	HG03084	AFR
HG03085	HG03085	AFR
HG03086	HG03086	AFR
HG03378	HG03378	AFR
HG03383	HG03383	
HG03393	HG03393	
HG03397	HG03397	AFR
HG03398	HG03398	
HG03431	HG03431	
HG03432	HG03432	AFR
HG03433	HG03433	AFR
HG03436	HG03436	AFR
HG03437	HG03437	AFR
HG03442	HG03442	AFR
HG03445	HG03445	AFR
HG03446	HG03446	AFR
HG03457	HG03457	AFR
HG03460	HG03460	AFR
HG03461	HG03461	AFR
HG03462	HG03462	
HG03472	HG03472	AFR
HG03547	HG03547	AFR
HG03548	HG03548	AFR
HG03549	HG03549	
HG03556	HG03556	AFR
HG03557	HG03557	AFR
HG03558	HG03558	AFR
HG03565	HG03565	AFR
HG03566	HG03566	
HG03567	HG03567	AFR
SL01	HG03052	AFR
SL01	HG03053	
SL02	HG03054	AFR
SL02	HG03055	AFR
SL02	HG03056	
SL03	HG03058	AFR
SL03	HG03059	
SL04	HG03061	AFR
SL04	HG03062	
SL05	HG03063	AFR
SL05	HG03064	AFR
SL05	HG03065	
SL06	HG03066	AFR
SL07	HG03069	AFR
SL08	HG03072	AFR
SL08	HG03073	AFR
SL09	HG03076	
SL10	HG03079	AFR
SL10	HG03080	
SL11	HG03081	AFR
SL11	HG03082	AFR
SL13	HG03088	AFR
SL14	HG03091	AFR
SL15	HG03095	AFR
SL16	HG03096	AFR
SL16	HG03097	AFR
SL16	HG03098	
SL17	HG03209	AFR
SL18	HG03212	AFR
SL22	HG03224	AFR
SL23	HG03225	AFR
SL24	HG03376	AFR
SL25	HG03380	AFR
SL26	HG03382	AFR
SL26	HG03384	
SL26	HG03399	
SL27	HG03385	AFR
SL28	HG03388	AFR
SL28	HG03390	
SL29	HG03391	AFR
SL30	HG03381	
SL30	HG03394	AFR
SL32	HG03401	AFR
SL32	HG03402	
SL34	HG03408	
SL35	HG03410	AFR
SL35	HG03411	
SL38	HG03419	AFR
SL42	HG03428	AFR
SL46	HG03439	AFR
SL49	HG03449	AFR
SL49	HG03450	
SL50	HG03451	AFR
SL50	HG03452	AFR
SL50	HG03453	
SL50i	HG03466	
SL50i	HG03468	
SL51	HG03454	
SL51	HG03455	AFR
SL51	HG03456	
SL52	HG03458	AFR
SL52	HG03459	
SL54	HG03464	AFR
SL54	HG03465	
SL56	HG03438	
SL56	HG03470	AFR
SL56i	HG03469	AFR
SL56i	HG03471	
SL57	HG03473	AFR
SL57	HG03474	
SL58	HG03476	AFR
SL58	HG03477	
SL59	HG03478	AFR
SL59	HG03479	AFR
SL59	HG03480	
SL61	HG03484	AFR
SL61	HG03485	AFR
SL61	HG03486	
SL66	HG03559	AFR
SL67	HG03563	AFR
SL67	HG03564	
SL69	HG03569	
SL70	HG03571	AFR
SL70	HG03572	AFR
SL71	HG03574	
SL71	HG03575	AFR
SL71	HG03576	
SL72	HG03577	AFR
SL72	HG03578	AFR
SL72	HG03579	
SL73	HG03582	
SL73	HG03583	AFR
SL73	HG03584	
2382	NA19672	
2382	NA19674	
2393	NA19734	AMR
2393	NA19735	AMR
2394	NA19737	
2394	NA19738	
2395	NA19740	AMR
2395	NA19741	AMR
2395	NA19742	
2401	NA19752	AMR
2401	NA19753	
2401	NA19754	
2405	NA19764	AMR
2405	NA19766	
2414	NA19792	AMR
2416	NA19797	
2416	NA19798	
m001	NA19648	AMR
m001	NA19649	AMR
m001	NA19650	
m002	NA19669	AMR
m002	NA19670	AMR
m002	NA19671	
m004	NA19675	
m004	NA19676	AMR
m004	NA19677	
m005	NA19651	AMR
m005	NA19652	AMR
m005	NA19653	
m006	NA19654	AMR
m006	NA19655	AMR
m006	NA19656	
m007	NA19657	AMR
m007	NA19658	AMR
m007	NA19659	
m008	NA19662	
m009	NA19678	AMR
m009	NA19679	AMR
m009	NA19680	
m010	NA19681	AMR
m010	NA19682	AMR
m010	NA19683	
m008	NA19660	
m008	NA19661	AMR
m011	NA19684	AMR
m011	NA19685	
m011	NA19686	
m012	NA19663	AMR
m012	NA19664	AMR
m012	NA19665	
m014	NA19716	AMR
m014	NA19717	AMR
m014	NA19718	
m015	NA19719	AMR
m015	NA19720	AMR
m015	NA19721	
m016	NA19722	AMR
m016	NA19723	AMR
m016	NA19724	
m017	NA19725	AMR
m017	NA19726	AMR
m017	NA19727	
m018	NA19728	AMR
m018	NA19729	AMR
m018	NA19730	
m019	NA19731	AMR
m019	NA19732	AMR
m019	NA19733	
m023	NA19746	AMR
m023	NA19747	AMR
m023	NA19748	
m024	NA19749	AMR
m024	NA19750	AMR
m024	NA19751	
m026	NA19755	AMR
m026	NA19756	AMR
m026	NA19757	
m027	NA19758	AMR
m027	NA19759	AMR
m027	NA19760	
m028	NA19761	AMR
m028	NA19762	AMR
m028	NA19763	
m031	NA19770	AMR
m031	NA19771	AMR
m031	NA19772	
m032	NA19785	AMR
m032	NA19786	AMR
m032	NA19787	
m033	NA19773	AMR
m033	NA19774	AMR
m033	NA19775	
m034	NA19776	AMR
m034	NA19777	AMR
m034	NA19778	
m035	NA19779	AMR
m035	NA19780	AMR
m035	NA19781	
m036	NA19782	AMR
m036	NA19783	AMR
m036	NA19784	
m037	NA19788	AMR
m037	NA19789	AMR
m037	NA19790	
m039	NA19794	AMR
m039	NA19795	AMR
m039	NA19796	
PEL001	HG01565	AMR
PEL001	HG01566	AMR
PEL001	HG01567	
PEL003	HG01571	AMR
PEL003	HG01572	AMR
PEL003	HG01573	
PEL005	HG01577	AMR
PEL005	HG01578	AMR
PEL005	HG01579	
PEL006	HG01917	AMR
PEL006	HG01918	AMR
PEL006	HG01919	
PEL007	HG01892	AMR
PEL007	HG01893	AMR
PEL007	HG01898	
PEL009	HG01920	AMR
PEL009	HG01921	AMR
PEL009	HG01922	
PEL010	HG01923	AMR
PEL010	HG01924	AMR
PEL010	HG01925	
PEL011	HG01926	AMR
PEL011	HG01927	AMR
PEL011	HG01928	
PEL013	HG01932	AMR
PEL013	HG01933	AMR
PEL013	HG01934	
PEL014	HG01935	AMR
PEL014	HG01936	AMR
PEL014	HG01937	
PEL015	HG01938	AMR
PEL015	HG01939	AMR
PEL015	HG01940	
PEL016	HG01941	AMR
PEL016	HG01942	AMR
PEL016	HG01943	
PEL017	HG01944	AMR
PEL017	HG01945	AMR
PEL017	HG01946	
PEL018	HG01947	AMR
PEL018	HG01948	AMR
PEL018	HG01949	
PEL019	HG01950	AMR
PEL019	HG01951	AMR
PEL019	HG01952	
PEL020	HG01953	AMR
PEL020	HG01954	AMR
PEL020	HG01955	
PEL023	HG01967	AMR
PEL023	HG01968	AMR
PEL023	HG01969	
PEL024	HG01970	AMR
PEL024	HG01971	AMR
PEL024	HG01972	
PEL21	HG01961	AMR
PEL22	HG01965	AMR
PEL25	HG01973	AMR
PEL25	HG01974	AMR
PEL25	HG01975	
PEL26	HG01976	AMR
PEL26	HG01977	AMR
PEL26	HG01978	
PEL27	HG01979	AMR
PEL27	HG01980	AMR
PEL27	HG01981	
PEL28	HG01982	AMR
PEL28	HG01983	
PEL28	HG01984	
PEL29	HG01991	AMR
PEL29	HG01992	AMR
PEL29	HG01993	
PEL30	HG01995	
PEL31	HG01997	AMR
PEL31	HG01998	
PEL31	HG02008	AMR
PEL33	HG02002	AMR
PEL33	HG02003	AMR
PEL33	HG02004	
PEL34	HG02006	AMR
PEL35	HG02089	AMR
PEL35	HG02090	AMR
PEL35	HG02091	
PEL37	HG02102	AMR
PEL38	HG02104	AMR
PEL38	HG02105	AMR
PEL38	HG02106	
PEL39	HG02146	AMR
PEL39	HG02147	AMR
PEL39	HG02148	
PEL40	HG02150	AMR
PEL41	HG02252	AMR
PEL41	HG02253	AMR
PEL41	HG02254	
PEL42	HG02259	AMR
PEL42	HG02260	AMR
PEL42	HG02261	
PEL43	HG02262	AMR
PEL44	HG02265	AMR
PEL44	HG02266	AMR
PEL44	HG02267	
PEL46	HG02271	AMR
PEL46	HG02272	AMR
PEL46	HG02273	
PEL47	HG02274	AMR
PEL47	HG02275	AMR
PEL47	HG02276	
PEL48	HG02277	AMR
PEL48	HG02278	AMR
PEL48	HG02279	
PEL49	HG02285	AMR
PEL49	HG02286	AMR
PEL49	HG02287	
PEL50	HG02288	
PEL51	HG02291	AMR
PEL51	HG02292	AMR
PEL51	HG02293	
PEL52	HG02298	AMR
PEL52	HG02299	AMR
PEL52	HG02300	
PEL53	HG02301	AMR
PEL53	HG02302	
PEL53	HG02303	
PEL54	HG02304	AMR
PEL55	HG02312	AMR
PEL56	HG02344	
PEL56	HG02345	AMR
PEL57	HG02347	
PEL57	HG02348	AMR
PEL58	HG02415	
PEL59	HG02425	AMR
HG03022	HG03022	SAS
PK02	HG01583	SAS
PK03	HG01586	SAS
PK04	HG01589	SAS
PK04	HG01590	
PK05	HG01593	SAS
PK05	HG01594	
PK06	HG02490	SAS
PK06	HG02491	SAS
PK06	HG02492	
PK07	HG02493	SAS
PK07	HG02494	SAS
PK07	HG02495	
PK08	HG02597	SAS
PK08	HG02599	
PK09	HG02600	SAS
PK09	HG02601	SAS
PK09	HG02602	
PK10	HG02603	SAS
PK10	HG02604	SAS
PK10	HG02605	
PK11	HG02648	SAS
PK11	HG02649	SAS
PK11	HG02650	
PK12	HG02651	SAS
PK12	HG02652	SAS
PK12	HG02653	
PK13	HG02654	SAS
PK13	HG02655	SAS
PK13	HG02656	
PK14	HG02657	SAS
PK14	HG02658	SAS
PK14	HG02659	
PK15	HG02660	SAS
PK15	HG02661	SAS
PK15	HG02662	
PK16	HG02681	SAS
PK16	HG02682	SAS
PK16	HG02683	
PK17	HG02684	SAS
PK17	HG02685	SAS
PK17	HG02686	
PK18	HG02687	SAS
PK18	HG02688	SAS
PK18	HG02689	
PK19	HG02690	SAS
PK19	HG02691	SAS
PK19	HG02692	
PK20	HG02694	SAS
PK21	HG02696	SAS
PK21	HG02697	SAS
PK21	HG02698	
PK22	HG02699	SAS
PK22	HG02700	SAS
PK22	HG02701	
PK23	HG02724	SAS
PK23	HG02725	SAS
PK23	HG02726	
PK24	HG02727	SAS
PK24	HG02728	SAS
PK24	HG02729	
PK25	HG02731	SAS
PK26	HG02733	SAS
PK26	HG02734	SAS
PK26	HG02735	
PK27	HG02736	SAS
PK27	HG02737	SAS
PK27	HG02738	
PK28	HG02774	SAS
PK28	HG02775	SAS
PK28	HG02776	
PK29	HG02778	SAS
PK29	HG02779	
PK30	HG02780	SAS
PK30	HG02781	
PK31	HG02783	SAS
PK31	HG02784	SAS
PK31	HG02785	
PK32	HG02786	SAS
PK32	HG02787	SAS
PK32	HG02788	
PK33	HG02789	SAS
PK33	HG02790	SAS
PK33	HG02791	
PK34	HG02792	SAS
PK34	HG02793	SAS
PK34	HG02794	
PK35	HG03015	SAS
PK35	HG03016	SAS
PK35	HG03017	
PK36	HG03018	SAS
PK36	HG03019	SAS
PK37	HG03021	SAS
PK37	HG03023	
PK38	HG03228	SAS
PK38	HG03229	SAS
PK38	HG03230	
PK40	HG03234	SAS
PK40	HG03235	SAS
PK40	HG03236	
PK41	HG03237	SAS
PK41	HG03238	SAS
PK41	HG03239	
PK42	HG03487	
PK42	HG03488	SAS
PK42	HG03489	
PK43	HG03490	SAS
PK43	HG03491	SAS
PK43	HG03492	
PK44	HG03618	
PK44	HG03619	SAS
PK44	HG03620	
PK45	HG03621	
PK46	HG03624	SAS
PK46	HG03625	SAS
PK46	HG03626	
PK47	HG03629	SAS
PK48	HG03631	SAS
PK49	HG03633	
PK49	HG03634	SAS
PK49	HG03635	
PK50	HG03636	SAS
PK50	HG03638	
PK51	HG03639	
PK51	HG03640	SAS
PK51	HG03641	
PK52	HG03649	SAS
PK52	HG03650	
PK52	HG03651	
PK53	HG03652	SAS
PK53	HG03653	SAS
PK53	HG03654	
PK54	HG03656	
PK54	HG03657	
PK55	HG03660	SAS
PK56	HG03663	SAS
PK58	HG03667	SAS
PK58	HG03668	SAS
PK58	HG03669	
PK59	HG03699	
PK59	HG03700	
PK59	HG03701	
PK60	HG03702	SAS
PK60	HG03703	SAS
PK60	HG03704	
PK61	HG03705	SAS
PK61	HG03706	SAS
PK61	HG03707	
PK62	HG03708	SAS
PK62	HG03709	SAS
PK62	HG03710	
PK63	HG03761	
PK63	HG03762	SAS
PK63	HG03763	
PK64	HG03765	SAS
PK64	HG03766	
PK65	HG03767	SAS
PK65	HG03769	
PR01	HG00551	AMR
PR01	HG00552	
PR01	HG01075	AMR
PR02	HG00553	AMR
PR02	HG00554	AMR
PR02	HG00555	
PR03	HG00637	AMR
PR03	HG00638	AMR
PR03	HG00639	
PR04	HG00640	AMR
PR04	HG00641	AMR
PR04	HG00642	
PR05	HG00731	AMR
PR05	HG00732	AMR
PR05	HG00733	
PR06	HG00734	AMR
PR06	HG00735	
PR06	HG01047	AMR
PR07	HG00736	AMR
PR07	HG00737	AMR
PR07	HG00738	
PR08	HG01048	AMR
PR08	HG01049	AMR
PR08	HG01050	
PR09	HG00739	AMR
PR09	HG00740	AMR
PR09	HG00741	
PR10	HG00742	AMR
PR10	HG00743	AMR
PR11	HG01051	AMR
PR11	HG01052	AMR
PR11	HG01053	
PR12	HG01054	AMR
PR12	HG01055	AMR
PR12	HG01056	
PR13	HG01058	AMR
PR14	HG01060	AMR
PR14	HG01061	AMR
PR14	HG01062	
PR15	HG01063	AMR
PR15	HG01064	AMR
PR16	HG01066	AMR
PR16	HG01067	AMR
PR16	HG01068	
PR17	HG01069	AMR
PR17	HG01070	AMR
PR17	HG01071	
PR18	HG01072	AMR
PR18	HG01073	AMR
PR18	HG01074	
PR19	HG01101	AMR
PR19	HG01102	AMR
PR19	HG01103	
PR20	HG01077	AMR
PR21	HG01079	AMR
PR21	HG01080	AMR
PR21	HG01081	
PR22	HG01241	AMR
PR22	HG01242	AMR
PR22	HG01243	
PR24	HG01170	AMR
PR24	HG01171	AMR
PR24	HG01172	
PR25	HG01104	AMR
PR25	HG01105	AMR
PR25	HG01106	
PR26	HG01085	AMR
PR26	HG01086	AMR
PR26	HG01087	
PR27	HG01088	AMR
PR27	HG01089	AMR
PR27	HG01090	
PR28	HG01082	AMR
PR28	HG01083	AMR
PR28	HG01084	
PR29	HG01094	AMR
PR29	HG01095	AMR
PR29	HG01096	
PR30	HG01092	AMR
PR31	HG01097	AMR
PR31	HG01098	AMR
PR31	HG01099	
PR32	HG01100	
PR32	HG01247	AMR
PR32	HG01248	AMR
PR33	HG01107	AMR
PR33	HG01108	AMR
PR33	HG01109	
PR34	HG01110	AMR
PR34	HG01111	AMR
PR34	HG01249	
PR35	HG01161	AMR
PR35	HG01162	AMR
PR36	HG01173	AMR
PR36	HG01174	AMR
PR36	HG01175	
PR37	HG01164	AMR
PR38	HG01187	AMR
PR38	HG01188	AMR
PR38	HG01189	
PR39	HG01167	AMR
PR39	HG01168	AMR
PR39	HG01169	
PR40	HG01190	AMR
PR40	HG01191	AMR
PR40	HG01192	
PR42	HG01176	AMR
PR42	HG01177	AMR
PR42	HG01178	
PR44	HG01182	AMR
PR44	HG01183	AMR
PR44	HG01184	
PR45	HG01195	
PR46	HG01197	AMR
PR46	HG01198	AMR
PR46	HG01199	
PR47	HG01200	AMR
PR49	HG01204	AMR
PR49	HG01205	AMR
PR49	HG01206	
PR58	HG01286	AMR
PR59	HG01301	
PR59	HG01302	AMR
PR59	HG01303	AMR
PR61	HG01305	AMR
PR62	HG01308	AMR
PR63	HG01311	AMR
PR63	HG01312	AMR
PR63	HG01411	
PR67	HG01322	
PR67	HG01323	AMR
PR67	HG01324	
PR68	HG01325	AMR
PR68	HG01326	AMR
PR68	HG01327	
PR70	HG01392	AMR
PR70	HG01393	AMR
PR70	HG01394	
PR71	HG01395	AMR
PR71	HG01396	AMR
PR71	HG01397	
PR72	HG01398	AMR
PR74	HG01402	AMR
PR74	HG01403	AMR
PR74	HG01404	
PR75	HG01405	AMR
PR76	HG01412	AMR
PR78	HG01413	AMR
PR78	HG01414	AMR
PR78	HG01415	
ST001	HG03646	SAS
ST002	HG03645	SAS
ST004	HG03643	SAS
ST004	HG03644	SAS
ST006	HG03642	SAS
ST006	HG03679	SAS
ST006	HG04204	
ST006	HG04215	
ST007	HG03999	SAS
ST008	HG03672	SAS
ST009	HG03680	SAS
ST010	HG03673	SAS
ST010	HG03948	
ST010	HG04040	
ST011	HG03681	SAS
ST012	HG03682	
ST012	HG03683	
ST012	HG03684	SAS
ST013	HG03685	SAS
ST013	HG03951	SAS
ST014	HG03686	SAS
ST015	HG03687	SAS
ST016	HG03688	
ST016	HG03885	SAS
ST016	HG03886	SAS
ST017	HG03689	SAS
ST018	HG03690	SAS
ST019	HG03691	SAS
ST020	HG03692	SAS
ST021	HG03693	SAS
ST021	HG03995	SAS
ST022	HG03694	SAS
ST023	HG03695	SAS
ST024	HG03696	SAS
ST024	HG03835	
ST024	HG03840	
ST025	HG03697	SAS
ST026	HG03698	SAS
ST027	HG03711	SAS
ST038	HG03740	SAS
ST038	HG03741	SAS
ST039	HG03884	SAS
ST041	HG03733	SAS
ST043	HG03736	SAS
ST044	HG03738	SAS
ST046	HG03743	SAS
ST046	HG03757	SAS
ST047	HG03744	SAS
ST049	HG03745	SAS
ST050	HG03746	SAS
ST050	HG03888	SAS
ST051	HG03750	SAS
ST051	HG03754	SAS
ST052	HG03755	SAS
ST052	HG03756	SAS
ST053	HG03752	SAS
ST054	HG03753	SAS
ST058	HG03760	SAS
ST074	HG03836	SAS
ST075	HG03842	
ST075	HG03844	SAS
ST076	HG04033	SAS
ST078	HG03838	SAS
ST078	HG04006	SAS
ST079	HG03837	SAS
ST080	HG03846	SAS
ST081	HG03845	
ST082	HG03849	SAS
ST082	HG03850	SAS
ST083	HG03847	
ST084	HG03848	SAS
ST089	HG03851	SAS
ST090	HG03858	SAS
ST090	HG03950	SAS
ST091	HG03857	SAS
ST091	HG03982	
ST092	HG03856	SAS
ST094	HG03854	SAS
ST094	HG04035	SAS
ST106	HG03887	SAS
ST106	HG03986	SAS
ST107	HG03895	SAS
ST110	HG03890	SAS
ST111	HG03894	SAS
ST111	HG03896	SAS
ST111	HG04115	
ST114	HG03898	SAS
ST114	HG03899	SAS
ST115	HG03897	SAS
ST115	HG03900	SAS
ST116	HG03943	SAS
ST116	HG03944	SAS
ST116	HG03992	
ST116	HG04036	
ST116	HG04067	
ST117	HG03945	SAS
ST118	HG03947	SAS
ST119	HG03955	SAS
ST120	HG04114	
ST122	HG03953	SAS
ST123	HG03949	SAS
ST142	HG03990	SAS
ST143	HG03991	SAS
ST144	HG03985	SAS
ST145	HG03988	
ST145	HG03989	SAS
ST147	HG03998	SAS
ST152	HG04003	SAS
ST154	HG04029	SAS
ST154	HG04197	
ST169	HG04037	
ST170	HG04038	SAS
ST171	HG04042	SAS
ST172	HG04039	SAS
ST173	HG04047	SAS
ST176	HG04106	SAS
ST176	HG04107	SAS
ST186	HG04208	
ST186	HG04210	SAS
ST190	HG04075	SAS
ST190	HG04122	
ST190	HG04127	
ST203	HG04099	SAS
ST203	HG04100	SAS
ST203	HG04199	
ST232	HG04227	SAS
ST232	HG04228	
ST232	HG04229	SAS
NA20502	NA20502	EUR
NA20503	NA20503	EUR
NA20504	NA20504	EUR
NA20505	NA20505	EUR
NA20506	NA20506	EUR
NA20507	NA20507	EUR
NA20508	NA20508	EUR
NA20509	NA20509	EUR
NA20510	NA20510	EUR
NA20511	NA20511	EUR
NA20512	NA20512	EUR
NA20513	NA20513	EUR
NA20514	NA20514	EUR
NA20515	NA20515	EUR
NA20516	NA20516	EUR
NA20517	NA20517	EUR
NA20518	NA20518	EUR
NA20519	NA20519	EUR
NA20520	NA20520	EUR
NA20521	NA20521	EUR
NA20522	NA20522	EUR
NA20524	NA20524	EUR
NA20525	NA20525	EUR
NA20526	NA20526	
NA20527	NA20527	EUR
NA20528	NA20528	EUR
NA20529	NA20529	EUR
NA20530	NA20530	EUR
NA20531	NA20531	EUR
NA20532	NA20532	EUR
NA20533	NA20533	EUR
NA20534	NA20534	EUR
NA20535	NA20535	EUR
NA20536	NA20536	EUR
NA20537	NA20537	
NA20538	NA20538	EUR
NA20539	NA20539	EUR
NA20540	NA20540	EUR
NA20541	NA20541	EUR
NA20542	NA20542	EUR
NA20543	NA20543	EUR
NA20544	NA20544	EUR
NA20581	NA20581	EUR
NA20582	NA20582	EUR
NA20585	NA20585	EUR
NA20586	NA20586	EUR
NA20587	NA20587	EUR
NA20588	NA20588	EUR
NA20589	NA20589	EUR
NA20752	NA20752	EUR
NA20753	NA20753	EUR
NA20754	NA20754	EUR
NA20755	NA20755	EUR
NA20756	NA20756	EUR
NA20757	NA20757	EUR
NA20758	NA20758	EUR
NA20759	NA20759	EUR
NA20760	NA20760	EUR
NA20761	NA20761	EUR
NA20762	NA20762	EUR
NA20763	NA20763	EUR
NA20764	NA20764	EUR
NA20765	NA20765	EUR
NA20766	NA20766	EUR
NA20767	NA20767	EUR
NA20768	NA20768	EUR
NA20769	NA20769	EUR
NA20770	NA20770	EUR
NA20771	NA20771	EUR
NA20772	NA20772	EUR
NA20773	NA20773	EUR
NA20774	NA20774	EUR
NA20775	NA20775	EUR
NA20778	NA20778	EUR
NA20783	NA20783	EUR
NA20785	NA20785	EUR
NA20786	NA20786	EUR
NA20787	NA20787	EUR
NA20790	NA20790	EUR
NA20792	NA20792	EUR
NA20795	NA20795	EUR
NA20796	NA20796	EUR
NA20797	NA20797	EUR
NA20798	NA20798	EUR
NA20799	NA20799	EUR
NA20800	NA20800	EUR
NA20801	NA20801	EUR
NA20802	NA20802	EUR
NA20803	NA20803	EUR
NA20804	NA20804	EUR
NA20805	NA20805	EUR
NA20806	NA20806	EUR
NA20807	NA20807	EUR
NA20808	NA20808	EUR
NA20809	NA20809	EUR
NA20810	NA20810	EUR
NA20811	NA20811	EUR
NA20812	NA20812	EUR
NA20813	NA20813	EUR
NA20814	NA20814	EUR
NA20815	NA20815	EUR
NA20816	NA20816	
NA20818	NA20818	EUR
NA20819	NA20819	EUR
NA20821	NA20821	EUR
NA20822	NA20822	EUR
NA20826	NA20826	EUR
NA20827	NA20827	EUR
NA20828	NA20828	EUR
NA20829	NA20829	
NA20831	NA20831	
NA20832	NA20832	EUR
Y001	NA18484	
Y001	NA18486	AFR
Y001	NA18488	AFR
Y002	NA18485	
Y002	NA18487	
Y002	NA18489	AFR
Y003	NA18497	
Y003	NA18498	AFR
Y003	NA18499	AFR
Y004	NA18500	
Y004	NA18501	AFR
Y004	NA18502	AFR
Y005	NA18503	
Y005	NA18504	AFR
Y005	NA18505	AFR
Y006	NA19107	AFR
Y006	NA19108	AFR
Y006	NA19109	
Y007	NA18867	AFR
Y007	NA18868	AFR
Y007	NA18869	
Y009	NA18506	
Y009	NA18507	AFR
Y009	NA18508	AFR
Y010	NA18509	
Y010	NA18511	AFR
Y010a	NA18510	AFR
Y012	NA18858	AFR
Y012	NA18859	
Y012	NA18860	
Y013	NA18515	
Y013	NA18516	AFR
Y013	NA18517	AFR
Y014	NA18518	
Y014	NA18519	AFR
Y014	NA18520	AFR
Y016	NA18521	
Y016	NA18522	AFR
Y016	NA18523	AFR
Y017	NA18870	AFR
Y017	NA18871	AFR
Y017	NA18872	
Y018	NA18852	
Y018	NA18853	AFR
Y018	NA18854	
Y019	NA18873	AFR
Y019	NA18874	AFR
Y019	NA18875	
Y020	NA18876	AFR
Y020	NA18877	AFR
Y020	NA18906	
Y021	NA18878	AFR
